query,title,page_id,url,snippet,processing_time
How do artificial neural networks employ weight matrices and vector mappings to relate inputs and outputs in applied linguistics?,Vector database,74020014,https://en.wikipedia.org/wiki/Vector_database,"A <span class=""searchmatch"">vector</span> database, <span class=""searchmatch"">vector</span> store or <span class=""searchmatch"">vector</span> search engine is a database that uses the <span class=""searchmatch"">vector</span> space model to store <span class=""searchmatch"">vectors</span> (fixed-length lists of numbers)",18.156442165374756
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Partially observable Markov decision process,3063552,https://en.wikipedia.org/wiki/Partially_observable_Markov_decision_process,"partially observable Markov decision process (<span class=""searchmatch"">POMDP</span>) is a generalization of a Markov decision process (MDP). A <span class=""searchmatch"">POMDP</span> models an agent decision process in which",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Decentralized partially observable Markov decision process,55696911,https://en.wikipedia.org/wiki/Decentralized_partially_observable_Markov_decision_process,"The decentralized partially observable Markov decision process (Dec-<span class=""searchmatch"">POMDP</span>) is a model for coordination and decision-making among multiple agents. It is",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Monte Carlo POMDP,18437271,https://en.wikipedia.org/wiki/Monte_Carlo_POMDP,"Monte Carlo <span class=""searchmatch"">POMDP</span> (MC-<span class=""searchmatch"">POMDP</span>) is the particle filter version for the partially observable Markov decision process (<span class=""searchmatch"">POMDP</span>) algorithm. In MC-<span class=""searchmatch"">POMDP</span>, particles",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Steve Young (software engineer),53983852,https://en.wikipedia.org/wiki/Steve_Young_%28software_engineer%29,"of dialogue state: A <span class=""searchmatch"">POMDP</span> framework for spoken dialogue systems&quot; (PDF). Computer Speech and Language. Young, Steve (2013). &quot;<span class=""searchmatch"">POMDP</span>-based Statistical Spoken",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Shlomo Zilberstein,47087483,https://en.wikipedia.org/wiki/Shlomo_Zilberstein,"decision processes (MDPs), Partially Observable MDPs (<span class=""searchmatch"">POMDPs</span>), and Decentralized <span class=""searchmatch"">POMDPs</span> (Dec-<span class=""searchmatch"">POMDPs</span>). His research is in the area of artificial intelligence",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Markov model,22022581,https://en.wikipedia.org/wiki/Markov_model,"Markov decision process (<span class=""searchmatch"">POMDP</span>) is a Markov decision process in which the state of the system is only partially observed. <span class=""searchmatch"">POMDPs</span> are known to be NP complete",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Automated planning and scheduling,1505641,https://en.wikipedia.org/wiki/Automated_planning_and_scheduling,"planning corresponds to a partially observable Markov decision process (<span class=""searchmatch"">POMDP</span>). If there are more than one agent, we have multi-agent planning, which",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Monte Carlo method,56098,https://en.wikipedia.org/wiki/Monte_Carlo_method,"(PDF) (Report). Silver, David; Veness, Joel. &quot;Monte-Carlo Planning in Large <span class=""searchmatch"">POMDPs</span>&quot; (PDF). 0.cs.ucl.ac.uk. Archived from the original (PDF) on July 18, 2016",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Pragmatics,44816,https://en.wikipedia.org/wiki/Pragmatics,"{\displaystyle i} ) partially observable Markov decision processes (<span class=""searchmatch"">POMDPs</span>), called Interactive <span class=""searchmatch"">POMDPs</span> (IPOMDPs). They formalize how agents keep track of (maintain",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Deep learning,32472154,https://en.wikipedia.org/wiki/Deep_learning,"Retrieved 27 December 2023. Co-evolving recurrent neurons learn deep memory <span class=""searchmatch"">POMDPs</span>. Proc. GECCO, Washington, D. C., pp. 1795–1802, ACM Press, New York, NY",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Markov decision process,1125883,https://en.wikipedia.org/wiki/Markov_decision_process,"<span class=""searchmatch"">Markov</span> <span class=""searchmatch"">decision</span> <span class=""searchmatch"">process</span> (MDP), also called a stochastic dynamic program or stochastic control problem, is a model for sequential <span class=""searchmatch"">decision</span> making when",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Markov chain,60876,https://en.wikipedia.org/wiki/Markov_chain,"In probability theory and statistics, a <span class=""searchmatch"">Markov</span> chain or <span class=""searchmatch"">Markov</span> <span class=""searchmatch"">process</span> is a stochastic <span class=""searchmatch"">process</span> describing a sequence of possible events in which the probability",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,List of things named after Andrey Markov,56381043,https://en.wikipedia.org/wiki/List_of_things_named_after_Andrey_Markov,"<span class=""searchmatch"">Markov</span> chain geostatistics Markovian discrimination <span class=""searchmatch"">Markov</span> <span class=""searchmatch"">decision</span> <span class=""searchmatch"">process</span> <span class=""searchmatch"">Partially</span> <span class=""searchmatch"">observable</span> <span class=""searchmatch"">Markov</span> <span class=""searchmatch"">decision</span> <span class=""searchmatch"">process</span> <span class=""searchmatch"">Markov</span> reward model <span class=""searchmatch"">Markov</span> switching",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Partially observable system,33428194,https://en.wikipedia.org/wiki/Partially_observable_system,"settings, including that of artificial intelligence and <span class=""searchmatch"">partially</span> <span class=""searchmatch"">observable</span> <span class=""searchmatch"">Markov</span> <span class=""searchmatch"">decision</span> <span class=""searchmatch"">processes</span>. Peter Norvig, Sebastian Thrun. Udacity: Introduction",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Reinforcement learning,66294,https://en.wikipedia.org/wiki/Reinforcement_learning,"said to have partial <span class=""searchmatch"">observability</span>, and formally the problem must be formulated as a <span class=""searchmatch"">partially</span> <span class=""searchmatch"">observable</span> <span class=""searchmatch"">Markov</span> <span class=""searchmatch"">decision</span> <span class=""searchmatch"">process</span>. In both cases, the set",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,List of French loanwords in Persian,39351597,https://en.wikipedia.org/wiki/List_of_French_loanwords_in_Persian,"consul کنسول konsul consul contrat کنترات kontrât contract contrôle کنترل <span class=""searchmatch"">kontrol</span> control corset کرست korset corset cosmétique ماتیک mâtik a contraction",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,List of equipment of the Turkish Land Forces,12407294,https://en.wikipedia.org/wiki/List_of_equipment_of_the_Turkish_Land_Forces,"ki, Anıl ŞAHİN dedi (14 May 2020). &quot;Hava Savunma Erken İkaz ve Komuta <span class=""searchmatch"">Kontrol</span> Sistemi (HERİKKS) | SavunmaSanayiST&quot; (in Turkish). Retrieved 1 October",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Uğur Mumcu,9017943,https://en.wikipedia.org/wiki/U%C4%9Fur_Mumcu,"yeralti kurulusunun önemli rolü bulundugunu, MOD&#039;u ABD&#039;nin büyük ölçüde <span class=""searchmatch"">kontrol</span> ettigini, eroin isine girdigini ve içinde Sah döneminden kalma SAVAK ajanlarinin",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,MGP Junior (Danish TV series),24019597,https://en.wikipedia.org/wiki/MGP_Junior_%28Danish_TV_series%29,"- &quot;Ham, som troede&quot; Karla Sofie - &quot;Vild med dig&quot; MGP Allstars 2019 - &quot;<span class=""searchmatch"">kontrol</span>&quot; Track list JAAIIL - &quot;Superhelten&quot; Karla &amp; Liva - &quot;Brug din fantasi&quot; Julie",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Directorate General of Coastal Safety,39146220,https://en.wikipedia.org/wiki/Directorate_General_of_Coastal_Safety,"I, search and rescue Tahlisiye II-III, boom deploy boat KEM 1-2 Liman <span class=""searchmatch"">Kontrol</span> 1-2-3-4-5-6-7-8-9-11, supply boat Ata 1-2-3-4, pilot boat Pilot",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,List of replaced loanwords in Turkish,3054366,https://en.wikipedia.org/wiki/List_of_replaced_loanwords_in_Turkish,"concentration konsolidasyon * süreletme consolidation (economics) consolidation <span class=""searchmatch"">kontrol</span> * denetim control contrôle korelasyon bağıntı correlation corrélation kramp",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,2019 Turkish offensive into northeastern Syria,62015920,https://en.wikipedia.org/wiki/2019_Turkish_offensive_into_northeastern_Syria,"aksam.com.tr. &quot;Suriye Milli Ordusu, Resulayn&#039;ı <span class=""searchmatch"">kontrol</span> altına aldı&quot;. Timeturk.com. &quot;Resulayn&#039;da <span class=""searchmatch"">kontrol</span> ele geçirildi! İşte YPG&#039;nin elindeki ABD zırhlıları",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Solovetsky Stone (Saint Petersburg),62409999,https://en.wikipedia.org/wiki/Solovetsky_Stone_%28Saint_Petersburg%29,"their families. NGOs such as Memorial and Civil Control [grazhdanskaya <span class=""searchmatch"">kontrol</span>], and the Union of Right Forces political party, made substantial contributions",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsourcing,5292585,https://en.wikipedia.org/wiki/Crowdsourcing,"A daily newspaper in Finland <span class=""searchmatch"">crowdsourced</span> an investigation into stock short-selling in 2011–2012, and the <span class=""searchmatch"">crowdsourced</span> information led to revelations",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsourced testing,33125193,https://en.wikipedia.org/wiki/Crowdsourced_testing,"<span class=""searchmatch"">Crowdsourced</span> testing is an emerging trend in software testing which exploits the benefits, effectiveness, and efficiency of crowdsourcing and the cloud",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsource (app),58426738,https://en.wikipedia.org/wiki/Crowdsource_%28app%29,"<span class=""searchmatch"">Crowdsource</span> is a crowdsourcing platform developed by Google intended to improve a host of Google services through the user-facing training of different",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsourced psychological science,63862973,https://en.wikipedia.org/wiki/Crowdsourced_psychological_science,"<span class=""searchmatch"">Crowdsourced</span> science (not to be confused with citizen science, a subtype of <span class=""searchmatch"">crowdsourced</span> science) refers to collaborative contributions of a large group",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Advertising,2861,https://en.wikipedia.org/wiki/Advertising,Advertising is the practice and techniques employed to bring attention to a product or service. Advertising aims to present a product or service in terms,28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsourced Testing (company),45691344,https://en.wikipedia.org/wiki/Crowdsourced_Testing_%28company%29,"March 15, 2013. &quot;Launching a <span class=""searchmatch"">Crowdsourced</span> Testing Startup from Chile with Simon Papineau, Founder &amp; CEO of <span class=""searchmatch"">Crowdsourced</span> Testing&quot;. January 8, 2014. &quot;Wayra",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Shitty Media Men,56286956,https://en.wikipedia.org/wiki/Shitty_Media_Men,"Shitty Media Men was a <span class=""searchmatch"">crowdsourced</span> Google spreadsheet created in October 2017 that collected allegations and rumors of sexual misconduct by about 70 men",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Urban Dictionary,3198971,https://en.wikipedia.org/wiki/Urban_Dictionary,"Urban Dictionary is a <span class=""searchmatch"">crowdsourced</span> English-language online dictionary for slang words and phrases. The website was founded in 1999 by Aaron Peckham. Originally",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Crowdsourcing software development,39643325,https://en.wikipedia.org/wiki/Crowdsourcing_software_development,"comments, feedbacks, and indexing. Any phase of software development can be <span class=""searchmatch"">crowdsourced</span>, and that phase can be requirements (functional, user interface, performance)",28.434271574020386
What approach and results characterize the system that learns TurKontrol’s POMDP parameters from Mechanical Turk data to optimize iterative crowdsourced tasks?,Placemaking,4458634,https://en.wikipedia.org/wiki/Placemaking,"Placemaking is a multi-faceted approach to the planning, design and management of public spaces. Placemaking capitalizes on a local community&#039;s assets",28.434271574020386
