query_number,query,title,url,source
18,When was Heart of Darkness published?,Au coeur des ténèbres,https://en.wikipedia.org/wiki/Au_coeur_des_ténèbres,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,West Memphis Three,https://en.wikipedia.org/wiki/West_Memphis_Three,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Lester Street Massacre,https://en.wikipedia.org/wiki/Lester_Street_Massacre,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Samuel Little,https://en.wikipedia.org/wiki/Samuel_Little,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,List of wrongful convictions in the United States,https://en.wikipedia.org/wiki/List_of_wrongful_convictions_in_the_United_States,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Conviction,https://en.wikipedia.org/wiki/Conviction,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Conviction (disambiguation),https://en.wikipedia.org/wiki/Conviction_(disambiguation),Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Conviction rate,https://en.wikipedia.org/wiki/Conviction_rate,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,The Conviction,https://en.wikipedia.org/wiki/The_Conviction,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Memphis,https://en.wikipedia.org/wiki/Memphis,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,"Memphis, Tennessee","https://en.wikipedia.org/wiki/Memphis,_Tennessee",Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Memphis Depay,https://en.wikipedia.org/wiki/Memphis_Depay,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,"Memphis, Egypt","https://en.wikipedia.org/wiki/Memphis,_Egypt",Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Devil's Knot: The True Story of the West Memphis Three,https://en.wikipedia.org/wiki/Devil's_Knot:_The_True_Story_of_the_West_Memphis_Three,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,James Earl Ray,https://en.wikipedia.org/wiki/James_Earl_Ray,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Machine Gun Kelly (gangster),https://en.wikipedia.org/wiki/Machine_Gun_Kelly_(gangster),Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Free the West Memphis 3,https://en.wikipedia.org/wiki/Free_the_West_Memphis_3,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,David Burnett (politician),https://en.wikipedia.org/wiki/David_Burnett_(politician),Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,1994,https://en.wikipedia.org/wiki/1994,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,Belarus,https://en.wikipedia.org/wiki/Belarus,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,1994 in film,https://en.wikipedia.org/wiki/1994_in_film,Wikipedia
19,How old were the West Memphis Three when they were convicted in 1994?,AllMusic,https://en.wikipedia.org/wiki/AllMusic,Wikipedia
20,What language was spoken in Punjab?,Punjab,https://en.wikipedia.org/wiki/Punjab,Wikipedia
20,What language was spoken in Punjab?,"Punjab, Pakistan","https://en.wikipedia.org/wiki/Punjab,_Pakistan",Wikipedia
20,What language was spoken in Punjab?,"Punjab, India","https://en.wikipedia.org/wiki/Punjab,_India",Wikipedia
20,What language was spoken in Punjab?,Punjabi language,https://en.wikipedia.org/wiki/Punjabi_language,Wikipedia
20,What language was spoken in Punjab?,"2025 Punjab, India floods","https://en.wikipedia.org/wiki/2025_Punjab,_India_floods",Wikipedia
20,What language was spoken in Punjab?,History,https://en.wikipedia.org/wiki/History,Wikipedia
20,What language was spoken in Punjab?,Historical drama,https://en.wikipedia.org/wiki/Historical_drama,Wikipedia
20,What language was spoken in Punjab?,Historical present,https://en.wikipedia.org/wiki/Historical_present,Wikipedia
20,What language was spoken in Punjab?,Historical mystery,https://en.wikipedia.org/wiki/Historical_mystery,Wikipedia
20,What language was spoken in Punjab?,Punjabi dialects and languages,https://en.wikipedia.org/wiki/Punjabi_dialects_and_languages,Wikipedia
20,What language was spoken in Punjab?,Indo-European languages,https://en.wikipedia.org/wiki/Indo-European_languages,Wikipedia
20,What language was spoken in Punjab?,Marwari language,https://en.wikipedia.org/wiki/Marwari_language,Wikipedia
20,What language was spoken in Punjab?,Saraiki language,https://en.wikipedia.org/wiki/Saraiki_language,Wikipedia
20,What language was spoken in Punjab?,Language,https://en.wikipedia.org/wiki/Language,Wikipedia
20,What language was spoken in Punjab?,Language (magazine),https://en.wikipedia.org/wiki/Language_(magazine),Wikipedia
20,What language was spoken in Punjab?,French language,https://en.wikipedia.org/wiki/French_language,Wikipedia
20,What language was spoken in Punjab?,Russian language,https://en.wikipedia.org/wiki/Russian_language,Wikipedia
21,What is encryption?,Public-key cryptography,https://en.wikipedia.org/wiki/Public-key_cryptography,Wikipedia
21,What is encryption?,Symmetric-key algorithm,https://en.wikipedia.org/wiki/Symmetric-key_algorithm,Wikipedia
21,What is encryption?,Cryptography,https://en.wikipedia.org/wiki/Cryptography,Wikipedia
21,What is encryption?,Data Encryption Standard,https://en.wikipedia.org/wiki/Data_Encryption_Standard,Wikipedia
21,What is encryption?,Encryption,https://en.wikipedia.org/wiki/Encryption,Wikipedia
21,What is encryption?,Advanced Encryption Standard,https://en.wikipedia.org/wiki/Advanced_Encryption_Standard,Wikipedia
21,What is encryption?,Authenticated encryption,https://en.wikipedia.org/wiki/Authenticated_encryption,Wikipedia
21,What is encryption?,Key (cryptography),https://en.wikipedia.org/wiki/Key_(cryptography),Wikipedia
21,What is encryption?,Post-quantum cryptography,https://en.wikipedia.org/wiki/Post-quantum_cryptography,Wikipedia
21,What is encryption?,Cryptographic protocol,https://en.wikipedia.org/wiki/Cryptographic_protocol,Wikipedia
21,What is encryption?,Data security,https://en.wikipedia.org/wiki/Data_security,Wikipedia
21,What is encryption?,Tokenization (data security),https://en.wikipedia.org/wiki/Tokenization_(data_security),Wikipedia
21,What is encryption?,RSA Security,https://en.wikipedia.org/wiki/RSA_Security,Wikipedia
21,What is encryption?,Payment Card Industry Data Security Standard,https://en.wikipedia.org/wiki/Payment_Card_Industry_Data_Security_Standard,Wikipedia
22,Who was the first heavy metal band?,List of heavy metal bands,https://en.wikipedia.org/wiki/List_of_heavy_metal_bands,Wikipedia
22,Who was the first heavy metal band?,Heavy metal genres,https://en.wikipedia.org/wiki/Heavy_metal_genres,Wikipedia
22,Who was the first heavy metal band?,Bangladeshi heavy metal,https://en.wikipedia.org/wiki/Bangladeshi_heavy_metal,Wikipedia
22,Who was the first heavy metal band?,List of glam metal bands and artists,https://en.wikipedia.org/wiki/List_of_glam_metal_bands_and_artists,Wikipedia
22,Who was the first heavy metal band?,Metal,https://en.wikipedia.org/wiki/Metal,Wikipedia
22,Who was the first heavy metal band?,Heavy metal music,https://en.wikipedia.org/wiki/Heavy_metal_music,Wikipedia
22,Who was the first heavy metal band?,Black metal,https://en.wikipedia.org/wiki/Black_metal,Wikipedia
22,Who was the first heavy metal band?,Nu metal,https://en.wikipedia.org/wiki/Nu_metal,Wikipedia
22,Who was the first heavy metal band?,Band,https://en.wikipedia.org/wiki/Band,Wikipedia
22,Who was the first heavy metal band?,The Band,https://en.wikipedia.org/wiki/The_Band,Wikipedia
22,Who was the first heavy metal band?,+/- (band),https://en.wikipedia.org/wiki/+/-_(band),Wikipedia
22,Who was the first heavy metal band?,A (band),https://en.wikipedia.org/wiki/A_(band),Wikipedia
22,Who was the first heavy metal band?,Glam metal,https://en.wikipedia.org/wiki/Glam_metal,Wikipedia
22,Who was the first heavy metal band?,Orchid (heavy metal band),https://en.wikipedia.org/wiki/Orchid_(heavy_metal_band),Wikipedia
22,Who was the first heavy metal band?,Heavy,https://en.wikipedia.org/wiki/Heavy,Wikipedia
22,Who was the first heavy metal band?,The Heavy,https://en.wikipedia.org/wiki/The_Heavy,Wikipedia
22,Who was the first heavy metal band?,Heavy water,https://en.wikipedia.org/wiki/Heavy_water,Wikipedia
22,Who was the first heavy metal band?,Heavy metals,https://en.wikipedia.org/wiki/Heavy_metals,Wikipedia
22,Who was the first heavy metal band?,Heavy Metal (film),https://en.wikipedia.org/wiki/Heavy_Metal_(film),Wikipedia
22,Who was the first heavy metal band?,2025 in heavy metal music,https://en.wikipedia.org/wiki/2025_in_heavy_metal_music,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Cost,https://en.wikipedia.org/wiki/Cost,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Cost (disambiguation),https://en.wikipedia.org/wiki/Cost_(disambiguation),Wikipedia
23,How much money did the Sydney Opera House cost to build?,Capital cost,https://en.wikipedia.org/wiki/Capital_cost,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Opportunity cost,https://en.wikipedia.org/wiki/Opportunity_cost,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Sydney,https://en.wikipedia.org/wiki/Sydney,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Sydney Sweeney,https://en.wikipedia.org/wiki/Sydney_Sweeney,Wikipedia
23,How much money did the Sydney Opera House cost to build?,The Sydney Morning Herald,https://en.wikipedia.org/wiki/The_Sydney_Morning_Herald,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Sydney Airport,https://en.wikipedia.org/wiki/Sydney_Airport,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Sydney Opera House,https://en.wikipedia.org/wiki/Sydney_Opera_House,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Guangzhou Opera House,https://en.wikipedia.org/wiki/Guangzhou_Opera_House,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Jørn Utzon,https://en.wikipedia.org/wiki/Jørn_Utzon,Wikipedia
23,How much money did the Sydney Opera House cost to build?,2000 Summer Olympics,https://en.wikipedia.org/wiki/2000_Summer_Olympics,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Sydney Opera House Grand Organ,https://en.wikipedia.org/wiki/Sydney_Opera_House_Grand_Organ,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Opera Australia,https://en.wikipedia.org/wiki/Opera_Australia,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Live at the Sydney Opera House,https://en.wikipedia.org/wiki/Live_at_the_Sydney_Opera_House,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Opera,https://en.wikipedia.org/wiki/Opera,Wikipedia
23,How much money did the Sydney Opera House cost to build?,OPERA experiment,https://en.wikipedia.org/wiki/OPERA_experiment,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Soap opera,https://en.wikipedia.org/wiki/Soap_opera,Wikipedia
23,How much money did the Sydney Opera House cost to build?,Opera (web browser),https://en.wikipedia.org/wiki/Opera_(web_browser),Wikipedia
24,What is atomic mass?,Mass,https://en.wikipedia.org/wiki/Mass,Wikipedia
24,What is atomic mass?,Maß,https://en.wikipedia.org/wiki/Maß,Wikipedia
24,What is atomic mass?,Mass (disambiguation),https://en.wikipedia.org/wiki/Mass_(disambiguation),Wikipedia
24,What is atomic mass?,Mass media,https://en.wikipedia.org/wiki/Mass_media,Wikipedia
24,What is atomic mass?,Atomic mass,https://en.wikipedia.org/wiki/Atomic_mass,Wikipedia
24,What is atomic mass?,Relative atomic mass,https://en.wikipedia.org/wiki/Relative_atomic_mass,Wikipedia
24,What is atomic mass?,Dalton (unit),https://en.wikipedia.org/wiki/Dalton_(unit),Wikipedia
24,What is atomic mass?,Molar mass,https://en.wikipedia.org/wiki/Molar_mass,Wikipedia
24,What is atomic mass?,Atomic,https://en.wikipedia.org/wiki/Atomic,Wikipedia
24,What is atomic mass?,Atomic Habits,https://en.wikipedia.org/wiki/Atomic_Habits,Wikipedia
24,What is atomic mass?,Atomic bombings of Hiroshima and Nagasaki,https://en.wikipedia.org/wiki/Atomic_bombings_of_Hiroshima_and_Nagasaki,Wikipedia
24,What is atomic mass?,Atomic number,https://en.wikipedia.org/wiki/Atomic_number,Wikipedia
25,Does the Netherlands have universal healthcare?,Universal health care,https://en.wikipedia.org/wiki/Universal_health_care,Wikipedia
25,Does the Netherlands have universal healthcare?,Single-payer healthcare,https://en.wikipedia.org/wiki/Single-payer_healthcare,Wikipedia
25,Does the Netherlands have universal healthcare?,Universal health care by country,https://en.wikipedia.org/wiki/Universal_health_care_by_country,Wikipedia
25,Does the Netherlands have universal healthcare?,Universal Coverage (Thailand),https://en.wikipedia.org/wiki/Universal_Coverage_(Thailand),Wikipedia
25,Does the Netherlands have universal healthcare?,Healthcare in the Netherlands,https://en.wikipedia.org/wiki/Healthcare_in_the_Netherlands,Wikipedia
25,Does the Netherlands have universal healthcare?,Netherlands,https://en.wikipedia.org/wiki/Netherlands,Wikipedia
25,Does the Netherlands have universal healthcare?,Utrecht,https://en.wikipedia.org/wiki/Utrecht,Wikipedia
25,Does the Netherlands have universal healthcare?,Kingdom of the Netherlands,https://en.wikipedia.org/wiki/Kingdom_of_the_Netherlands,Wikipedia
25,Does the Netherlands have universal healthcare?,Netherlands (disambiguation),https://en.wikipedia.org/wiki/Netherlands_(disambiguation),Wikipedia
25,Does the Netherlands have universal healthcare?,Health care,https://en.wikipedia.org/wiki/Health_care,Wikipedia
25,Does the Netherlands have universal healthcare?,Killing of Brian Thompson,https://en.wikipedia.org/wiki/Killing_of_Brian_Thompson,Wikipedia
25,Does the Netherlands have universal healthcare?,HCA Healthcare,https://en.wikipedia.org/wiki/HCA_Healthcare,Wikipedia
25,Does the Netherlands have universal healthcare?,UnitedHealth Group,https://en.wikipedia.org/wiki/UnitedHealth_Group,Wikipedia
25,Does the Netherlands have universal healthcare?,Universal,https://en.wikipedia.org/wiki/Universal,Wikipedia
25,Does the Netherlands have universal healthcare?,Universal Pictures,https://en.wikipedia.org/wiki/Universal_Pictures,Wikipedia
25,Does the Netherlands have universal healthcare?,Universalism,https://en.wikipedia.org/wiki/Universalism,Wikipedia
25,Does the Netherlands have universal healthcare?,Coordinated Universal Time,https://en.wikipedia.org/wiki/Coordinated_Universal_Time,Wikipedia
